GovernmentName,FiscalYear,TaxRateMO,TaxRateIS,TaxRateTotal,TaxableValue,BudgetedTotalExpenditures,Population,ADAWealth,ADA,ADA5YrsAgo,ADAGrowth,ADAGrowthPct,PledgeType,TotalPrincipalOutstanding,TotalInterestOutstanding,TotalDebtServiceOutstanding,GODebtToTaxableValue,GODebtServiceToTaxableValue,DebtPerCapitaPledgeType,DebtPerADA,DebtServiceToExpenditures
Pflugerville ISD,2007,1.36,0.32,1.68,5915220526,182751694,90320,318231.6495,18588,14792,3796,25.6625,GO,282399973,152022105,434422079,4.7741,7.3441,3127,15193,2.3771
Alpine ISD,2014,1.17,0.09,1.26,396445789,12621164,8081,408431.6234,971,980,-9,-0.9184,GO,1795000,172163,1967163,0.4528,0.4962,222,1849,0.1559
Slaton ISD,2009,1.17,0.113,1.283,244038041,13868599,9440,202452.3117,1205,1306,-101,-7.7335,GO,4795000,1568684,6363684,1.9649,2.6077,508,3979,0.4589
Bishop CISD,2014,1.0392,0.4934,1.5327,477001104,13876308,5642,,1210,1139,71,6.2335,GO,21422547,10709535,32132082,4.4911,6.7363,3797,17705,2.3156
Kerrville ISD,2009,1.03,0.15,1.18,2103276406,45777748,28892,472542.7425,4451,4443,8,0.1801,GO,28725000,11571794,40296794,1.3657,1.9159,994,6454,0.8803
Terrell County ISD,2014,1.04,0.306,1.346,392254701,4837136,424,,126,148,-22,-14.8649,GO,10795000,3477751,14272751,2.752,3.6386,25460,85675,2.9507
Beckville ISD,2009,0.772,0.284,1.056,847641022,6668402,2342,1489279.0137,569,408,161,39.4608,GO,3785000,598806,4383806,0.4465,0.5172,1616,6652,0.6574
Trinity ISD,2019,1.17,0.12,1.29,402568314,21918754,8675,357156.5474,1084.381,1146,-61.619,-5.3769,GO,14075000,9850081,23925081,3.4963,5.9431,1622,12984,1.0915
New Diana ISD,2015,1.04,0.08,1.12,191849030,8841385,4286,200807.4963,952,944,8,0.8475,GO,3245000,1187403,4432403,1.6914,2.3104,757,3409,0.5013
Gustine ISD,2010,1.04,0.068,1.108,42317390,2235095,457,210536.3735,201,205,-4,-1.9512,GO,1305000,835093,2140093,3.0838,5.0572,2856,6493,0.9575
Wellington ISD,2018,,,,,6688010,4882,314616.515,549,555,-6,-1.0811,LP,1025000,72975,1097975,,,210,1867,0.1642
Hillsboro ISD,2010,1.15,0.26,1.41,525570449,18497333,10428,307752.4778,1708,1632,76,4.6569,GO,17742960,16713973,34456933,3.3759,6.5561,1701,10388,1.8628
Brownsboro ISD,2011,1.04,0.1,1.14,670526532,26425139,16987,249031.0391,2693,2586,107,4.1377,GO,33082036,19910214,52992250,4.9337,7.9031,1947,12284,2.0054
Monte Alto ISD,2014,1.04,0.31,1.35,77401746,12619798,5296,,956,755,201,26.6225,GO,14460000,8862925,23322925,18.6817,30.1323,2730,15126,1.8481
Robinson ISD,2018,1.17,0.2361,1.4061,643950359,25004711,10571,266472.0048,2244,2166,78,3.6011,GO,22370000,10832613,33202613,3.4739,5.1561,2116,9969,1.3279
Buffalo ISD,2019,1.17,0.1266,1.2966,395230470,10703791,4676,432200.107,871.294,885,-13.706,-1.5487,GO,12050000,2287299,14337299,3.0489,3.6276,2577,13835,1.3395
Galveston ISD,2010,1.04,0.125,1.165,4136187632,88113277,52868,734786.4068,5629,8219,-2590,-31.5123,GO,74030000,34285482,108315482,1.7898,2.6187,1400,13152,1.2293
Cumby ISD,2018,1.17,0.03,1.2,75407886,4368029,1840,203831.4822,345,353,-8,-2.2663,GO,1507000,399088,1906088,1.9985,2.5277,819,4368,0.4364
Corpus Christi ISD,2011,1.06,0.177,1.237,10867347845,410859760,202944,306673.251,35436,36168,-732,-2.0239,GO,300460000,236635302,537095302,2.7648,4.9423,1481,8479,1.3072
Flatonia ISD,2019,1.17,0.14,1.31,435375485,7149943,3597,717991.7948,553.432,556,-2.568,-0.4619,GO,16831000,14086550,30917550,3.8659,7.1014,4679,30436,4.3242
Gladewater ISD,2019,1.17,0.395,1.565,488698436,17713607,9812,297935.4363,1666.835,1716,-49.165,-2.8651,GO,31040000,18676113,49716113,6.3516,10.1732,3163,18620,2.8067
McLeod ISD,2008,,,,,3954761,1822,73462.2629,366,480,-114,-23.75,LP,684243,328429,1012672,,,376,1870,0.2561
Abernathy ISD,2020,1.0683,0.33,1.3983,550569250,11494400,3583,743437.84,740.572,729,11.572,1.5874,GO,17815000,3704825,21519825,3.2357,3.9087,4972,24042,1.8722
Bremond ISD,2015,1.04,0.3248,1.3648,352750412,7019467,2054,858991.1987,411,425,-14,-3.2941,GO,10849974,5295420,16145394,3.0758,4.577,5282,26399,2.3001
North East ISD,2009,1.04,0.363,1.403,27568384800,713171737,379500,461438.4695,59744,52612,7132,13.5558,GO,1267512166,933199628,2200711794,4.5977,7.9827,3340,21216,3.0858
Academy ISD,2016,1.04,0.3133,1.3533,312686143,24833498,7488,232308.6395,1346,1078,268,24.8609,GO,21600000,12500703,34100703,6.9079,10.9057,2885,16048,1.3732
Rice ISD,2016,1.04,0.2965,1.3365,110564381,11567275,3644,134109.0125,823,818,5,0.6112,GO,10774592,6944839,17719431,9.7451,16.0263,2957,13092,1.5319
Warren ISD,2011,1.04,0.33,1.37,252542260,24008263,5405,221515.4737,1140,1055,85,8.0569,GO,23614023,20114062,43728086,9.3505,17.3152,4369,20714,1.8214
Judson ISD,2019,1.04,0.4,1.44,9639855714,326931748,129838,420948.0718,21251.847,21716,-464.153,-2.1374,GO,609179223,404511704,1013690926,6.3194,10.5156,4692,28665,3.1006
Valley View ISDb,2013,1.04,0.237,1.277,428054775,53010982,14029,97115.2245,4408,4207,201,4.7778,GO,51172764,31217673,82390437,11.9547,19.2476,3648,11609,1.5542
Seagraves ISD,2014,1,0.3484,1.3484,256922542,11262183,2891,,532,539,-7,-1.2987,GO,10700000,3752675,14452675,4.1647,5.6253,3701,20113,1.2833
Liberty Hill ISD,2018,1.04,0.5,1.54,1974318675,41948624,17131,435111.669,3855,2862,993,34.696,GO,140449649,106037682,246487331,7.1138,12.4847,8199,36433,5.8759
Early ISD,2009,1.04,0.36,1.4,212909560,24317348,5090,169675.2805,1255,1233,22,1.7843,GO,22919993,19852356,42772349,10.7651,20.0894,4503,18263,1.7589
Linden-Kildare CISD,2018,1.17,0,1.17,229152253,8276559,5212,331329.0449,637,694,-57,-8.2133,GO,935000,175788,1110788,0.408,0.4847,179,1468,0.1342
Hunt ISD,2015,1.04,0.106,1.146,346977910,2841173,1527,2158288.765,161,162,-1,-0.6173,GO,4225000,1658288,5883288,1.2177,1.6956,2767,26242,2.0707
Yorktown ISD,2016,0.98,0.0176,0.9976,2150989341,7389854,8814,4447859.7504,484,512,-28,-5.4688,GO,5210000,1041213,6251213,0.2422,0.2906,591,10764,0.8459
Gatesville ISD,2007,1.298,0.071,1.369,463816527,19575093,13262,178836.4122,2594,2426,168,6.925,GO,4344474,2842464,7186938,0.9367,1.5495,328,1675,0.3671
Dayton ISD,2014,1.04,0.168,1.208,1427673105,43086998,29779,,4704,4496,208,4.6263,GO,14943922,2005354,16949276,1.0467,1.1872,502,3177,0.3934
Roby CISD,2021,0.963,0,0.963,152665201,4191450,1630,530447.32,287.742,269,18.742,6.9673,GO,9795000,3200840,12995840,6.416,8.5126,6009,34010,3.1006
Jayton-Girard ISD,2021,0.9664,0,0.9664,433610320,8391945,857,2639023.03,164.064,118,46.064,39.0373,GO,865000,28831,893831,0.1995,0.2061,1009,5274,0.1065
Lindsay ISD,2017,0.9567,0.024,0.9807,493827671,4879873,1876,802008.8774,478,507,-29,-5.7199,GO,125000,2500,127500,0.0253,0.0258,67,262,0.0261
Wilson ISD,2010,1.17,0.06,1.23,48956144,1847809,912,389430.9533,126,150,-24,-16,GO,195000,33848,228848,0.3983,0.4675,214,1548,0.1238
Hawley ISD,2018,1.17,0.12,1.29,143442554,8197045,3049,203300.5092,685,649,36,5.547,GO,5955000,1707450,7662450,4.1515,5.3418,1953,8693,0.9348
Paris ISD,2014,1.17,0.285,1.455,688567999,36736563,19944,,3262,3371,-109,-3.2335,GO,51295000,40572435,91867435,7.4495,13.3418,2572,15725,2.5007
Aquilla ISD,2019,1.17,0.1744,1.3444,87234788,4273064,1656,273065.0066,301.831,246,55.831,22.6955,GO,1924000,272503,2196503,2.2055,2.5179,1162,6371,0.514
Borger ISD,2015,1.04,0.2839,1.3239,591617412,25810937,14158,246652.3231,2481,2515,-34,-1.3519,GO,33310810,19270356,52581166,5.6305,8.8877,2353,13426,2.0372
Killeen ISD,2016,1.04,0.088,1.128,6825137550,396249895,205311,174650.2312,39068,37120,1948,5.2478,GO,60295000,14178525,74473525,0.8834,1.0912,294,1543,0.1879
Ben Bolt-Palito Blanco ISD,2014,1.04,0.225,1.265,77557595,7269271,2535,,556,558,-2,-0.3584,GO,5238000,1741922,6979922,6.7537,8.9997,2066,9421,0.9602
Cleveland ISD,2018,1.04,0.375,1.415,1190039545,46161518,27376,206102.6806,5176,3486,1690,48.4796,GO,97725498,84795702,182521200,8.212,15.3374,3570,18881,3.954
Ganado ISD,2012,1.04,0.168,1.208,170866493,6798033,2950,255983.5998,667,615,52,8.4553,GO,4262914,1851901,6114815,2.4949,3.5787,1445,6391,0.8995
Runge ISD,2016,1.04,0.46,1.5,562748535,15848085,1533,2129352.7192,264,287,-23,-8.0139,GO,12690000,1359096,14049096,2.255,2.4965,8278,48068,0.8865
Panhandle ISD,2012,1.04,0.44,1.48,402134513,9512737,6600,665360.4038,604,678,-74,-10.9145,GO,23765000,18124988,41889988,5.9097,10.4169,3601,39346,4.4036
Granbury ISD,2009,1.04,0.13,1.17,4044459076,73510210,45000,636674.9374,6352,6152,200,3.251,GO,49992794,48481759,98474553,1.2361,2.4348,1111,7870,1.3396
Lamar CISD,2010,1.02,0.278,1.298,10085153421,338796058,91297,453535.7519,22237,17447,4790,27.4546,GO,468392030,284941015,753333045,4.6444,7.4697,5130,21064,2.2236
Sands CISD,2014,1.06,0.08,1.14,980252650,4079910,711,,196,205,-9,-4.3902,GO,6700000,973678,7673678,0.6835,0.7828,9423,34184,1.8808
McMullen County ISD,2010,1.04,0.087,1.127,433907260,3565415,817,2872682.8913,151,168,-17,-10.119,GO,365000,7756,372756,0.0841,0.0859,447,2417,0.1045
Frisco ISD,2020,1.0683,0.27,1.3383,42911888837,698439366,293209,684581.55,60175.853,51434,8741.853,16.9963,GO,1966343118,1189137215,3155480334,4.5823,7.3534,6706,32677,4.5179
Whitewright ISD,2019,1.17,0.15,1.32,266450888,9019872,8459,275652.8209,793.141,719,74.141,10.3117,GO,6670025,2017325,8687350,2.5033,3.2604,789,8411,0.9631
Burton ISD,2008,1.04,0,1.04,288806593,3570821,1873,1065998.0696,271,414,-143,-34.5411,GO,7725000,5147388,12872388,2.6748,4.4571,4124,28506,3.6049
Huntsville ISD,2019,1.1,0.075,1.175,2891907102,72655792,62665,323091.1387,8110.734,6111,1999.734,32.7235,GO,16440000,3036925,19476925,0.5685,0.6735,262,2027,0.2681
Kennedale ISD,2021,1.0547,0.2817,1.3364,1658403811,39958743,19040,611198.15,2716.052,2986,-269.948,-9.0405,GO,23305025,9597663,32902688,1.4053,1.984,1224,8581,0.8234
Elysian Fields ISD,2009,1.036,0.185,1.221,584181573,15028510,4473,632522.7572,924,911,13,1.427,GO,12810000,5713934,18523934,2.1928,3.1709,2864,13864,1.2326
Leonard ISD,2008,1.17,0.105,1.275,111346876,7061575,4000,133351.3088,835,774,61,7.8811,GO,2330000,584898,2914898,2.0926,2.6179,583,2790,0.4128
Wimberley ISD,2015,1.09,0.2077,1.2977,1573719122,33350839,12404,778330.7403,2012,1910,102,5.3403,GO,59483695,59023788,118507483,3.7798,7.5304,4796,29564,3.5534
Wellington ISD,2017,,,,,6899443,4882,320140.2888,546,537,9,1.676,LP,1160000,93275,1253275,,,238,2125,0.1816
Etoile ISD,2016,1.17,0.14,1.31,42792988,1773169,1510,382617.5119,121,128,-7,-5.4688,GO,2355000,1273376,3628376,5.5032,8.4789,1560,19463,2.0463
Tornillo ISD,2011,1.09,0.246,1.336,52406145,14996441,1509,42011.2575,1247,1149,98,8.5292,GO,12417994,6922153,19340147,23.6957,36.9043,8229,9958,1.2896
Refugio ISD,2013,1.04,0.107,1.147,639276531,11642270,3367,952939.3901,671,713,-42,-5.8906,GO,3722000,239645,3961645,0.5822,0.6197,1105,5547,0.3403
Kopperl ISD,2011,1.04,0.02,1.06,103433922,2872265,2500,451215.448,229,267,-38,-14.2322,GO,140000,42748,182748,0.1354,0.1767,56,611,0.0636
Whitehouse ISD,2013,1.04,0.153,1.193,1631088458,37845088,20118,375737.055,4341,4251,90,2.1171,GO,30962228,21052177,52014405,1.8983,3.1889,1539,7133,1.3744
DeSoto ISD,2019,1.17,0.32,1.49,3034322330,152924417,55360,312815.7699,8666.881,8995,-328.119,-3.6478,GO,138646064,151493285,290139349,4.5693,9.5619,2504,15997,1.8973
Avery ISD,2012,,,,,3716132,1778,121734.3195,377,388,-11,-2.8351,LP,536000,170465,706465,,,301,1422,0.1901
Aldine ISD,2009,1.133,0.159,1.292,13032295928,599865504,245000,232342.1966,56091,51909,4182,8.0564,GO,363750000,185841758,549591758,2.7911,4.2172,1485,6485,0.9162
Brady ISD,2008,1.04,0.465,1.505,263789085,13696208,6500,216110.5577,1221,1271,-50,-3.9339,GO,21184996,16959643,38144638,8.031,14.4603,3259,17351,2.7851
Sanford-Fritch ISD,2013,1.04,0.142,1.182,154726984,7323412,7150,209532.803,738,784,-46,-5.8673,GO,410863,1574309,1985172,0.2655,1.283,57,557,0.2711
Valley View ISDa,2013,1.12,0,1.12,227900715,6208933,3001,344939.3142,661,628,33,5.2548,GO,1690000,545644,2235644,0.7416,0.981,563,2557,0.3601
McAllen ISD,2010,1.04,0.125,1.165,6117906806,247242742,130930,262995.6819,23262,22938,324,1.4125,GO,114960991,59971740,174932731,1.8791,2.8594,878,4942,0.7075
Rains ISD,2008,1.04,0.06,1.1,431200621,13856394,11514,278918.5975,1546,1416,130,9.1808,GO,3880000,1907838,5787838,0.8998,1.3423,337,2510,0.4177
Beckville ISD,2016,1.0398,0.2168,1.2566,439193824,8811061,2995,698473.3581,642,601,41,6.822,GO,2190000,66150,2256150,0.4986,0.5137,731,3411,0.2561
Blue Ridge ISD,2019,1.17,0.4015,1.5715,244927568,9268727,3944,261977.7132,788.18,668,120.18,17.991,GO,36095000,24824351,60919351,14.737,24.8724,9152,45806,6.5726
Liberty Hill ISD,2009,1.04,0.21,1.25,949458586,24966145,9500,401913.2608,2362,1747,615,35.2032,GO,30512527,23325376,53837903,3.2137,5.6704,3212,12918,2.1564
Winnsboro ISD,2021,1.0547,0.3362,1.3909,524516686,20035431,8754,381529.89,1374.772,1405,-30.228,-2.1515,GO,32570000,16374497,48944497,6.2095,9.3314,3721,23687,2.4429
Henrietta ISD,2022,0.9634,0.27,1.2334,792958014,14089468,5343,456456.5,886.1,888,-1.9,-0.214,GO,6395000,1366000,7761000,0.8065,0.9787,1197,7218,0.5508
Goodrich ISD,2021,1.0221,0.1354,1.1575,132081605,3962852,1646,582466.73,225.625,214,11.625,5.4322,GO,2585000,847050,3432050,1.9571,2.5984,1570,11438,0.8661
Miles ISD,2017,1.17,0.3368,1.5068,78042952,5483883,1903,172496.6497,431,423,8,1.8913,GO,7715000,4743318,12458318,9.8856,15.9634,4054,17900,2.2718
Harlingen CISD,2015,,,,,208949952,65665,192890.947,17305,17075,230,1.347,LP,18018000,18200433,36218433,,,274,1041,0.1733
DeKalb ISD,2009,1.17,0.083,1.253,145878704,7639091,5170,191421.5208,762,892,-130,-14.574,GO,125000,5188,130188,0.0857,0.0892,24,164,0.017
Marble Falls ISD,2011,1.04,0.25,1.29,2857190130,50646143,20058,761742.0658,3751,3615,136,3.7621,GO,74498864,60199115,134697979,2.6074,4.7144,3714,19861,2.6596
Hawkins ISD,2019,1.04,0.3576,1.3976,602487424,9679405,5013,881542.2168,673.085,694,-20.915,-3.0137,GO,19245000,5498874,24743874,3.1943,4.107,3839,28596,2.5563
Navasota ISD,2017,1.04,0.1234,1.1634,1632862164,32635966,19276,612599.7631,2823,2738,85,3.1045,GO,26063666,9240013,35303679,1.5962,2.1621,1352,9233,1.0817
McKinney ISD,2019,1.17,0.42,1.59,15216024100,372744247,127067,599841.4439,23204.11,23379,-174.89,-0.7481,GO,534395000,195979632,730374632,3.5121,4.8,4206,23030,1.9595
Windthorst ISD,2010,1.17,0.1,1.27,60074227,4667950,1217,128376.0768,468,485,-17,-3.5052,GO,2325000,1570540,3895540,3.8702,6.4845,1910,4968,0.8345
Livingston ISD,2016,1.17,0.22,1.39,1426308381,44467799,28119,366877.1303,3879,3862,17,0.4402,GO,64270000,39226773,103496773,4.506,7.2563,2286,16569,2.3275
Frenship ISD,2010,1.04,0.459,1.499,2300304522,99253851,46400,332211.7408,6924,5302,1622,30.5922,GO,168211063,127112479,295323542,7.3126,12.8385,3625,24294,2.9754
Fort Bend ISD,2018,1.06,0.26,1.32,36995342588,739651852,364601,480592.7146,71952,67575,4377,6.4772,GO,994453553,516480250,1510933803,2.6881,4.0841,2728,13821,2.0428
Weatherford ISD,2007,1.37,0.32,1.69,2369877266,59760048,41500,351944.3207,6734,6609,125,1.8914,GO,109995812,168467191,278463003,4.6414,11.7501,2651,16334,4.6597
Brownfield ISD,2016,1.17,0.09,1.26,605423140,22633313,10849,358227.943,1690,1624,66,4.064,GO,9250000,2702801,11952801,1.5279,1.9743,853,5473,0.5281
Benavides ISD,2009,1.04,0.146,1.186,375545194,12023100,2321,985398.4257,381,444,-63,-14.1892,GO,8753000,4706419,13459419,2.3307,3.584,3771,22974,1.1195
Rio Hondo ISD,2020,1.0683,0.3291,1.3974,346081342,32873486,7198,226443.57,1431.886,1957,-525.114,-26.8326,GO,33293335,14109830,47403165,9.6201,13.6971,4625,23250,1.442
Harleton ISD,2021,1.0547,0.08,1.1347,164148630,8981569,3279,262860.97,684.41,731,-46.59,-6.3735,GO,716000,45368,761368,0.4362,0.4638,218,1047,0.0848
Miles ISD,2013,1.17,0.0664,1.2364,66893745,4393447,1435,157966.8428,423,379,44,11.6095,GO,910000,317548,1227548,1.3604,1.8351,634,2151,0.2794
Lindsay ISD,2007,1.259,0.061,1.32,152290682,4006373,1900,304538.1196,500,481,19,3.9501,GO,1360000,610505,1970505,0.893,1.2939,716,2720,0.4918
Perryton ISD,2016,1.04,0.06,1.1,1929947493,31782162,11490,874874.1834,2206,2197,9,0.4096,GO,18030000,9127598,27157598,0.9342,1.4072,1569,8173,0.8545
Flour Bluff ISD,2018,1.04,0.105,1.145,2980356368,53180044,31776,529259.4777,5349,5387,-38,-0.7054,GO,47225000,33008231,80233231,1.5845,2.6921,1486,8829,1.5087
Houston ISD,2008,,,,,2069560453,2364301,536569.186,179329,192490,-13161,-6.8372,LP,82614715,80585154,163199869,,,35,461,0.0789
Robert Lee ISD,2016,1.04,0.42,1.46,203803641,4778230,1774,788739.5852,262,216,46,21.2963,GO,8940000,2149717,11089717,4.3866,5.4414,5039,34122,2.3209
Klein ISD,2009,1.04,0.27,1.31,12781769208,402330625,194066,310879.2332,41115,33589,7526,22.4061,GO,551470000,337410455,888880455,4.3145,6.9543,2842,13413,2.2093
Everman ISD,2017,1.17,0.355,1.525,1168856402,57414060,25744,192231.3906,5422,4962,460,9.2705,GO,87875000,43693097,131568097,7.518,11.2561,3413,16207,2.2916
Weatherford ISD,2009,1.04,0.36,1.4,3157213483,75270397,41500,453777.1458,6958,6547,411,6.2777,GO,104417809,156526182,260943991,3.3073,8.265,2516,15007,3.4668
Columbus ISD,2007,1.273,0.225,1.498,576467670,12496121,8900,399897.6579,1442,1556,-114,-7.3265,GO,16594988,10456988,27051976,2.8787,4.6927,1865,11508,2.1648
Richardson ISD,2007,1.33,0.3,1.63,16681221001,341906601,248992,528381.6301,31570,32049,-479,-1.4946,GO,430699988,209605785,640305773,2.5819,3.8385,1730,13643,1.8728
Mount Vernon ISD,2014,0.9902,0.1865,1.1767,945938644,15647825,9250,,1536,1450,86,5.931,GO,30785000,11483184,42268184,3.2544,4.4684,3328,20042,2.7012
South Texas ISD,2015,,,,,,874,,,,,,LP,13945000,7972713,21917713,,,15955,,
Bushland ISD,2009,1.04,0.143,1.183,826068302,12421945,4592,745630.4362,1108,599,509,84.975,GO,14723370,7888059,22611429,1.7823,2.7372,3206,13288,1.8203
